,data,time,real_time,hour,price_date,str_price_date,all_return,c_return,10_days_std,10_days_mean,10_days_std_year,10_days_sharp_ratio
10,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '6131', 'reason': '', 'change_rate': -10, 'change_rate_new': -0.1, 'open': 3.81, 'close': 2.91, 'open_next': 2.91, 'change_rate_today': -0.23622047244094485, 'name': '鈞泰'}, {'id': '2323', 'reason': '', 'change_rate': -0.26, 'change_rate_new': -0.0026, 'open': 7.72, 'close': 7.65, 'open_next': 7.65, 'change_rate_today': -0.009067357512953289, 'name': '中環'}, {'id': '2364', 'reason': '', 'change_rate': -2.55, 'change_rate_new': -0.0255, 'open': 2.29, 'close': 2.22, 'open_next': 2.22, 'change_rate_today': -0.03056768558951958, 'name': '倫飛'}, {'id': '9946', 'reason': '', 'change_rate': 0.56, 'change_rate_new': 0.005600000000000001, 'open': 17.9, 'close': 17.8, 'open_next': 17.8, 'change_rate_today': -0.005586592178770831, 'name': '三發地產'}, {'id': '4413', 'reason': '', 'change_rate': 9.09, 'change_rate_new': 0.0909, 'open': 14.85, 'close': 16.2, 'open_next': 16.2, 'change_rate_today': 0.09090909090909088, 'name': '飛寶企業'}, {'id': '5355', 'reason': '', 'change_rate': 0.39, 'change_rate_new': 0.0039000000000000003, 'open': 5.19, 'close': 5.08, 'open_next': 5.08, 'change_rate_today': -0.021194605009633972, 'name': '佳總'}, {'id': '6188', 'reason': '', 'change_rate': -1.53, 'change_rate_new': -0.015300000000000001, 'open': 35.6, 'close': 33.2, 'open_next': 33.2, 'change_rate_today': -0.06741573033707861, 'name': '廣明'}, {'id': '6259', 'reason': '', 'change_rate': 9.64, 'change_rate_new': 0.0964, 'open': 2.73, 'close': 2.75, 'open_next': 2.75, 'change_rate_today': 0.007326007326007333, 'name': '百徽'}, {'id': '8927', 'reason': '', 'change_rate': -0.96, 'change_rate_new': -0.0096, 'open': 15.55, 'close': 15.2, 'open_next': 15.2, 'change_rate_today': -0.022508038585209094, 'name': '北基'}]}]",2020-08-04 12:17:12.226,2020-08-04 20:17:12.226,20,2020-08-05,2020-08-05,-0.032702820379890224,-0.11644758176094615,,,,
11,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '6131', 'reason': '', 'change_rate': -10, 'change_rate_new': -0.1, 'open': 3.81, 'close': 2.91, 'open_next': 2.91, 'change_rate_today': -0.23622047244094485, 'name': '鈞泰'}, {'id': '2323', 'reason': '', 'change_rate': -0.26, 'change_rate_new': -0.0026, 'open': 7.72, 'close': 7.65, 'open_next': 7.65, 'change_rate_today': -0.009067357512953289, 'name': '中環'}, {'id': '2364', 'reason': '', 'change_rate': -2.55, 'change_rate_new': -0.0255, 'open': 2.29, 'close': 2.22, 'open_next': 2.22, 'change_rate_today': -0.03056768558951958, 'name': '倫飛'}, {'id': '9946', 'reason': '', 'change_rate': 0.56, 'change_rate_new': 0.005600000000000001, 'open': 17.9, 'close': 17.8, 'open_next': 17.8, 'change_rate_today': -0.005586592178770831, 'name': '三發地產'}, {'id': '4413', 'reason': '', 'change_rate': 9.09, 'change_rate_new': 0.0909, 'open': 14.85, 'close': 16.2, 'open_next': 16.2, 'change_rate_today': 0.09090909090909088, 'name': '飛寶企業'}, {'id': '5355', 'reason': '', 'change_rate': 0.39, 'change_rate_new': 0.0039000000000000003, 'open': 5.19, 'close': 5.08, 'open_next': 5.08, 'change_rate_today': -0.021194605009633972, 'name': '佳總'}, {'id': '6188', 'reason': '', 'change_rate': -1.53, 'change_rate_new': -0.015300000000000001, 'open': 35.6, 'close': 33.2, 'open_next': 33.2, 'change_rate_today': -0.06741573033707861, 'name': '廣明'}, {'id': '6259', 'reason': '', 'change_rate': 9.64, 'change_rate_new': 0.0964, 'open': 2.73, 'close': 2.75, 'open_next': 2.75, 'change_rate_today': 0.007326007326007333, 'name': '百徽'}, {'id': '8927', 'reason': '', 'change_rate': -0.96, 'change_rate_new': -0.0096, 'open': 15.55, 'close': 15.2, 'open_next': 15.2, 'change_rate_today': -0.022508038585209094, 'name': '北基'}]}]",2020-08-05 12:17:10.101,2020-08-05 20:17:10.101,20,2020-08-06,2020-08-06,-0.032702820379890224,-0.11644758176094615,,,,
12,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '6131', 'reason': '', 'change_rate': -10, 'change_rate_new': -0.1, 'open': 3.81, 'close': 2.91, 'open_next': 2.91, 'change_rate_today': -0.23622047244094485, 'name': '鈞泰'}, {'id': '2323', 'reason': '', 'change_rate': -0.26, 'change_rate_new': -0.0026, 'open': 7.72, 'close': 7.65, 'open_next': 7.65, 'change_rate_today': -0.009067357512953289, 'name': '中環'}, {'id': '2364', 'reason': '', 'change_rate': -2.55, 'change_rate_new': -0.0255, 'open': 2.29, 'close': 2.22, 'open_next': 2.22, 'change_rate_today': -0.03056768558951958, 'name': '倫飛'}, {'id': '9946', 'reason': '', 'change_rate': 0.56, 'change_rate_new': 0.005600000000000001, 'open': 17.9, 'close': 17.8, 'open_next': 17.8, 'change_rate_today': -0.005586592178770831, 'name': '三發地產'}, {'id': '4413', 'reason': '', 'change_rate': 9.09, 'change_rate_new': 0.0909, 'open': 14.85, 'close': 16.2, 'open_next': 16.2, 'change_rate_today': 0.09090909090909088, 'name': '飛寶企業'}, {'id': '5355', 'reason': '', 'change_rate': 0.39, 'change_rate_new': 0.0039000000000000003, 'open': 5.19, 'close': 5.08, 'open_next': 5.08, 'change_rate_today': -0.021194605009633972, 'name': '佳總'}, {'id': '6188', 'reason': '', 'change_rate': -1.53, 'change_rate_new': -0.015300000000000001, 'open': 35.6, 'close': 33.2, 'open_next': 33.2, 'change_rate_today': -0.06741573033707861, 'name': '廣明'}, {'id': '6259', 'reason': '', 'change_rate': 9.64, 'change_rate_new': 0.0964, 'open': 2.73, 'close': 2.75, 'open_next': 2.75, 'change_rate_today': 0.007326007326007333, 'name': '百徽'}, {'id': '8927', 'reason': '', 'change_rate': -0.96, 'change_rate_new': -0.0096, 'open': 15.55, 'close': 15.2, 'open_next': 15.2, 'change_rate_today': -0.022508038585209094, 'name': '北基'}]}]",2020-08-06 12:17:26.712,2020-08-06 20:17:26.712,20,2020-08-07,2020-08-07,-0.032702820379890224,-0.11644758176094615,,,,
13,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '6131', 'reason': '', 'change_rate': -10, 'change_rate_new': -0.1, 'open': 3.81, 'close': 2.91, 'open_next': 2.91, 'change_rate_today': -0.23622047244094485, 'name': '鈞泰'}, {'id': '2323', 'reason': '', 'change_rate': -0.26, 'change_rate_new': -0.0026, 'open': 7.72, 'close': 7.65, 'open_next': 7.65, 'change_rate_today': -0.009067357512953289, 'name': '中環'}, {'id': '2364', 'reason': '', 'change_rate': -2.55, 'change_rate_new': -0.0255, 'open': 2.29, 'close': 2.22, 'open_next': 2.22, 'change_rate_today': -0.03056768558951958, 'name': '倫飛'}, {'id': '9946', 'reason': '', 'change_rate': 0.56, 'change_rate_new': 0.005600000000000001, 'open': 17.9, 'close': 17.8, 'open_next': 17.8, 'change_rate_today': -0.005586592178770831, 'name': '三發地產'}, {'id': '4413', 'reason': '', 'change_rate': 9.09, 'change_rate_new': 0.0909, 'open': 14.85, 'close': 16.2, 'open_next': 16.2, 'change_rate_today': 0.09090909090909088, 'name': '飛寶企業'}, {'id': '5355', 'reason': '', 'change_rate': 0.39, 'change_rate_new': 0.0039000000000000003, 'open': 5.19, 'close': 5.08, 'open_next': 5.08, 'change_rate_today': -0.021194605009633972, 'name': '佳總'}, {'id': '6188', 'reason': '', 'change_rate': -1.53, 'change_rate_new': -0.015300000000000001, 'open': 35.6, 'close': 33.2, 'open_next': 33.2, 'change_rate_today': -0.06741573033707861, 'name': '廣明'}, {'id': '6259', 'reason': '', 'change_rate': 9.64, 'change_rate_new': 0.0964, 'open': 2.73, 'close': 2.75, 'open_next': 2.75, 'change_rate_today': 0.007326007326007333, 'name': '百徽'}, {'id': '8927', 'reason': '', 'change_rate': -0.96, 'change_rate_new': -0.0096, 'open': 15.55, 'close': 15.2, 'open_next': 15.2, 'change_rate_today': -0.022508038585209094, 'name': '北基'}]}]",2020-08-07 12:17:12.642,2020-08-07 20:17:12.642,20,2020-08-10,2020-08-10,-0.032702820379890224,-0.11644758176094615,,,,
14,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '6131', 'reason': '', 'change_rate': -10, 'change_rate_new': -0.1, 'open': 3.81, 'close': 2.91, 'open_next': 2.91, 'change_rate_today': -0.23622047244094485, 'name': '鈞泰'}, {'id': '2323', 'reason': '', 'change_rate': -0.26, 'change_rate_new': -0.0026, 'open': 7.72, 'close': 7.65, 'open_next': 7.65, 'change_rate_today': -0.009067357512953289, 'name': '中環'}, {'id': '2364', 'reason': '', 'change_rate': -2.55, 'change_rate_new': -0.0255, 'open': 2.29, 'close': 2.22, 'open_next': 2.22, 'change_rate_today': -0.03056768558951958, 'name': '倫飛'}, {'id': '9946', 'reason': '', 'change_rate': 0.56, 'change_rate_new': 0.005600000000000001, 'open': 17.9, 'close': 17.8, 'open_next': 17.8, 'change_rate_today': -0.005586592178770831, 'name': '三發地產'}, {'id': '4413', 'reason': '', 'change_rate': 9.09, 'change_rate_new': 0.0909, 'open': 14.85, 'close': 16.2, 'open_next': 16.2, 'change_rate_today': 0.09090909090909088, 'name': '飛寶企業'}, {'id': '5355', 'reason': '', 'change_rate': 0.39, 'change_rate_new': 0.0039000000000000003, 'open': 5.19, 'close': 5.08, 'open_next': 5.08, 'change_rate_today': -0.021194605009633972, 'name': '佳總'}, {'id': '6188', 'reason': '', 'change_rate': -1.53, 'change_rate_new': -0.015300000000000001, 'open': 35.6, 'close': 33.2, 'open_next': 33.2, 'change_rate_today': -0.06741573033707861, 'name': '廣明'}, {'id': '6259', 'reason': '', 'change_rate': 9.64, 'change_rate_new': 0.0964, 'open': 2.73, 'close': 2.75, 'open_next': 2.75, 'change_rate_today': 0.007326007326007333, 'name': '百徽'}, {'id': '8927', 'reason': '', 'change_rate': -0.96, 'change_rate_new': -0.0096, 'open': 15.55, 'close': 15.2, 'open_next': 15.2, 'change_rate_today': -0.022508038585209094, 'name': '北基'}]}]",2020-08-10 12:17:11.590,2020-08-10 20:17:11.590,20,2020-08-11,2020-08-11,-0.032702820379890224,-0.11644758176094615,,,,
15,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '9928', 'reason': '', 'change_rate': 9.98, 'change_rate_new': 0.0998, 'open': 4.74, 'close': 4.7, 'open_next': 4.7, 'change_rate_today': -0.008438818565400852, 'name': '中視'}, {'id': '3536', 'reason': '', 'change_rate': 8.7, 'change_rate_new': 0.087, 'open': 3.3, 'close': 3.09, 'open_next': 3.09, 'change_rate_today': -0.06363636363636363, 'name': '誠創'}, {'id': '5288', 'reason': '', 'change_rate': 2.62, 'change_rate_new': 0.0262, 'open': 100, 'close': 102.5, 'open_next': 102.5, 'change_rate_today': 0.025, 'name': '豐祥-KY'}, {'id': '8080', 'reason': '', 'change_rate': 0.32, 'change_rate_new': 0.0032, 'open': 3.03, 'close': 3.17, 'open_next': 3.17, 'change_rate_today': 0.04620462046204625, 'name': '永利聯合'}, {'id': '8097', 'reason': '', 'change_rate': -2.37, 'change_rate_new': -0.023700000000000002, 'open': 12.5, 'close': 12.4, 'open_next': 12.4, 'change_rate_today': -0.007999999999999972, 'name': '常珵'}]}]",2020-08-11 12:17:16.607,2020-08-11 20:17:16.607,20,2020-08-12,2020-08-12,-0.0017741123479436407,-0.11801510301619955,,,,
16,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '9928', 'reason': '', 'change_rate': 9.98, 'change_rate_new': 0.0998, 'open': 4.74, 'close': 4.7, 'open_next': 4.7, 'change_rate_today': -0.008438818565400852, 'name': '中視'}, {'id': '3536', 'reason': '', 'change_rate': 8.7, 'change_rate_new': 0.087, 'open': 3.3, 'close': 3.09, 'open_next': 3.09, 'change_rate_today': -0.06363636363636363, 'name': '誠創'}, {'id': '5288', 'reason': '', 'change_rate': 2.62, 'change_rate_new': 0.0262, 'open': 100, 'close': 102.5, 'open_next': 102.5, 'change_rate_today': 0.025, 'name': '豐祥-KY'}, {'id': '8080', 'reason': '', 'change_rate': 0.32, 'change_rate_new': 0.0032, 'open': 3.03, 'close': 3.17, 'open_next': 3.17, 'change_rate_today': 0.04620462046204625, 'name': '永利聯合'}, {'id': '8097', 'reason': '', 'change_rate': -2.37, 'change_rate_new': -0.023700000000000002, 'open': 12.5, 'close': 12.4, 'open_next': 12.4, 'change_rate_today': -0.007999999999999972, 'name': '常珵'}]}]",2020-08-12 12:17:07.545,2020-08-12 20:17:07.545,20,2020-08-13,2020-08-13,-0.0017741123479436407,-0.11801510301619955,,,,
17,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '9928', 'reason': '', 'change_rate': 9.98, 'change_rate_new': 0.0998, 'open': 4.74, 'close': 4.7, 'open_next': 4.7, 'change_rate_today': -0.008438818565400852, 'name': '中視'}, {'id': '3536', 'reason': '', 'change_rate': 8.7, 'change_rate_new': 0.087, 'open': 3.3, 'close': 3.09, 'open_next': 3.09, 'change_rate_today': -0.06363636363636363, 'name': '誠創'}, {'id': '5288', 'reason': '', 'change_rate': 2.62, 'change_rate_new': 0.0262, 'open': 100, 'close': 102.5, 'open_next': 102.5, 'change_rate_today': 0.025, 'name': '豐祥-KY'}, {'id': '8080', 'reason': '', 'change_rate': 0.32, 'change_rate_new': 0.0032, 'open': 3.03, 'close': 3.17, 'open_next': 3.17, 'change_rate_today': 0.04620462046204625, 'name': '永利聯合'}, {'id': '8097', 'reason': '', 'change_rate': -2.37, 'change_rate_new': -0.023700000000000002, 'open': 12.5, 'close': 12.4, 'open_next': 12.4, 'change_rate_today': -0.007999999999999972, 'name': '常珵'}]}]",2020-08-13 12:17:13.466,2020-08-13 20:17:13.466,20,2020-08-14,2020-08-14,-0.0017741123479436407,-0.11801510301619955,,,,
18,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '9928', 'reason': '', 'change_rate': 9.98, 'change_rate_new': 0.0998, 'open': 4.74, 'close': 4.7, 'open_next': 4.7, 'change_rate_today': -0.008438818565400852, 'name': '中視'}, {'id': '3536', 'reason': '', 'change_rate': 8.7, 'change_rate_new': 0.087, 'open': 3.3, 'close': 3.09, 'open_next': 3.09, 'change_rate_today': -0.06363636363636363, 'name': '誠創'}, {'id': '5288', 'reason': '', 'change_rate': 2.62, 'change_rate_new': 0.0262, 'open': 100, 'close': 102.5, 'open_next': 102.5, 'change_rate_today': 0.025, 'name': '豐祥-KY'}, {'id': '8080', 'reason': '', 'change_rate': 0.32, 'change_rate_new': 0.0032, 'open': 3.03, 'close': 3.17, 'open_next': 3.17, 'change_rate_today': 0.04620462046204625, 'name': '永利聯合'}, {'id': '8097', 'reason': '', 'change_rate': -2.37, 'change_rate_new': -0.023700000000000002, 'open': 12.5, 'close': 12.4, 'open_next': 12.4, 'change_rate_today': -0.007999999999999972, 'name': '常珵'}]}]",2020-08-14 12:17:25.026,2020-08-14 20:17:25.026,20,2020-08-17,2020-08-17,-0.0017741123479436407,-0.11801510301619955,,,,
19,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '9928', 'reason': '', 'change_rate': 9.98, 'change_rate_new': 0.0998, 'open': 4.74, 'close': 4.7, 'open_next': 4.7, 'change_rate_today': -0.008438818565400852, 'name': '中視'}, {'id': '3536', 'reason': '', 'change_rate': 8.7, 'change_rate_new': 0.087, 'open': 3.3, 'close': 3.09, 'open_next': 3.09, 'change_rate_today': -0.06363636363636363, 'name': '誠創'}, {'id': '5288', 'reason': '', 'change_rate': 2.62, 'change_rate_new': 0.0262, 'open': 100, 'close': 102.5, 'open_next': 102.5, 'change_rate_today': 0.025, 'name': '豐祥-KY'}, {'id': '8080', 'reason': '', 'change_rate': 0.32, 'change_rate_new': 0.0032, 'open': 3.03, 'close': 3.17, 'open_next': 3.17, 'change_rate_today': 0.04620462046204625, 'name': '永利聯合'}, {'id': '8097', 'reason': '', 'change_rate': -2.37, 'change_rate_new': -0.023700000000000002, 'open': 12.5, 'close': 12.4, 'open_next': 12.4, 'change_rate_today': -0.007999999999999972, 'name': '常珵'}]}]",2020-08-17 12:17:19.237,2020-08-17 20:17:19.237,20,2020-08-18,2020-08-18,-0.0017741123479436407,-0.11801510301619955,,,,
20,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '8442', 'reason': '', 'change_rate': -0.43, 'change_rate_new': -0.0043, 'open': 46, 'close': 45.8, 'open_next': 45.8, 'change_rate_today': -0.004347826086956583, 'name': '威宏-KY'}, {'id': '9929', 'reason': '', 'change_rate': 6.46, 'change_rate_new': 0.0646, 'open': 13.15, 'close': 13.45, 'open_next': 13.45, 'change_rate_today': 0.022813688212927674, 'name': '秋雨'}, {'id': '2375', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 45.85, 'close': 42.8, 'open_next': 42.8, 'change_rate_today': -0.06652126499454752, 'name': '凱美'}, {'id': '5276', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 9.26, 'close': 9.25, 'open_next': 9.25, 'change_rate_today': -0.0010799136069114242, 'name': '達輝-KY'}, {'id': '5310', 'reason': '', 'change_rate': 9.77, 'change_rate_new': 0.0977, 'open': 13.5, 'close': 17.9, 'open_next': 17.9, 'change_rate_today': 0.32592592592592584, 'name': '天剛'}]}]",2020-08-18 12:17:21.969,2020-08-18 20:17:21.969,20,2020-08-19,2020-08-19,0.0553581218900876,-0.06919007558375401,,,,
21,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '8442', 'reason': '', 'change_rate': -0.43, 'change_rate_new': -0.0043, 'open': 46, 'close': 45.8, 'open_next': 45.8, 'change_rate_today': -0.004347826086956583, 'name': '威宏-KY'}, {'id': '9929', 'reason': '', 'change_rate': 6.46, 'change_rate_new': 0.0646, 'open': 13.15, 'close': 13.45, 'open_next': 13.45, 'change_rate_today': 0.022813688212927674, 'name': '秋雨'}, {'id': '2375', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 45.85, 'close': 42.8, 'open_next': 42.8, 'change_rate_today': -0.06652126499454752, 'name': '凱美'}, {'id': '5276', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 9.26, 'close': 9.25, 'open_next': 9.25, 'change_rate_today': -0.0010799136069114242, 'name': '達輝-KY'}, {'id': '5310', 'reason': '', 'change_rate': 9.77, 'change_rate_new': 0.0977, 'open': 13.5, 'close': 17.9, 'open_next': 17.9, 'change_rate_today': 0.32592592592592584, 'name': '天剛'}]}]",2020-08-19 12:17:16.228,2020-08-19 20:17:16.228,20,2020-08-20,2020-08-20,0.0553581218900876,-0.06919007558375401,,,,
22,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '8442', 'reason': '', 'change_rate': -0.43, 'change_rate_new': -0.0043, 'open': 46, 'close': 45.8, 'open_next': 45.8, 'change_rate_today': -0.004347826086956583, 'name': '威宏-KY'}, {'id': '9929', 'reason': '', 'change_rate': 6.46, 'change_rate_new': 0.0646, 'open': 13.15, 'close': 13.45, 'open_next': 13.45, 'change_rate_today': 0.022813688212927674, 'name': '秋雨'}, {'id': '2375', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 45.85, 'close': 42.8, 'open_next': 42.8, 'change_rate_today': -0.06652126499454752, 'name': '凱美'}, {'id': '5276', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 9.26, 'close': 9.25, 'open_next': 9.25, 'change_rate_today': -0.0010799136069114242, 'name': '達輝-KY'}, {'id': '5310', 'reason': '', 'change_rate': 9.77, 'change_rate_new': 0.0977, 'open': 13.5, 'close': 17.9, 'open_next': 17.9, 'change_rate_today': 0.32592592592592584, 'name': '天剛'}]}]",2020-08-20 12:17:23.434,2020-08-20 20:17:23.434,20,2020-08-21,2020-08-21,0.0553581218900876,-0.06919007558375401,0.034285553025411926,-0.01951021077703488,0.5442662812053489,-9.03339649284243
